Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
7032,Exit short,2026-03-24 09:58,TP,24281.75,1,48578,13.26,0.03,46.88,0.10,-109.62,-0.23,-6860.8,-68.61
7032,Entry short,2026-03-24 09:52,DCA S [C],24289,1,48578,13.26,0.03,46.88,0.10,-109.62,-0.23,-6860.8,-68.61
7033,Exit short,2026-03-24 09:58,TP,24281.75,1,48589,24.26,0.05,57.88,0.12,-78.12,-0.16,-6835.92,-68.36
7033,Entry short,2026-03-24 09:53,DCA S [C],24294.5,1,48589,24.26,0.05,57.88,0.12,-78.12,-0.16,-6835.92,-68.36
7034,Exit short,2026-03-24 10:18,TP,24316,1,48681,47.76,0.10,59.88,0.12,-7.62,-0.02,-6788.16,-67.88
7034,Entry short,2026-03-24 10:17,DCA S [C],24340.5,1,48681,47.76,0.10,59.88,0.12,-7.62,-0.02,-6788.16,-67.88
7035,Exit short,2026-03-24 10:29,TP,24336.75,1,48684.5,9.76,0.02,15.88,0.03,-85.62,-0.18,-6779.02,-67.79
7035,Entry short,2026-03-24 10:22,DCA S [C],24342.25,1,48684.5,9.76,0.02,15.88,0.03,-85.62,-0.18,-6779.02,-67.79
7036,Exit short,2026-03-24 10:29,TP,24336.75,1,48702.5,27.76,0.06,33.88,0.07,-67.62,-0.14,-6750.64,-67.51
7036,Entry short,2026-03-24 10:23,DCA S [C],24351.25,1,48702.5,27.76,0.06,33.88,0.07,-67.62,-0.14,-6750.64,-67.51
7037,Exit long,2026-03-24 11:10,TP,24300.5,1,48594.5,5.26,0.01,35.38,0.07,-63.62,-0.13,-6746.62,-67.47
7037,Entry long,2026-03-24 10:57,DCA L [C],24297.25,1,48594.5,5.26,0.01,35.38,0.07,-63.62,-0.13,-6746.62,-67.47
7038,Exit long,2026-03-24 11:10,TP,24300.5,1,48588,11.76,0.02,41.88,0.09,-57.12,-0.12,-6734.24,-67.34
7038,Entry long,2026-03-24 10:58,DCA L [C],24294,1,48588,11.76,0.02,41.88,0.09,-57.12,-0.12,-6734.24,-67.34
7039,Exit long,2026-03-24 11:10,TP,24300.5,1,48552.5,47.26,0.10,50.38,0.10,-21.62,-0.04,-6686.36,-66.86
7039,Entry long,2026-03-24 11:06,DCA L [C],24276.25,1,48552.5,47.26,0.10,50.38,0.10,-21.62,-0.04,-6686.36,-66.86
7040,Exit long,2026-03-24 11:43,TP,24274.25,1,48526,21.26,0.04,21.88,0.05,-39.12,-0.08,-6665.72,-66.66
7040,Entry long,2026-03-24 11:38,DCA L [C],24263,1,48526,21.26,0.04,21.88,0.05,-39.12,-0.08,-6665.72,-66.66
7041,Exit long,2026-03-24 11:43,TP,24274.25,1,48530.5,16.76,0.03,17.38,0.04,-43.62,-0.09,-6648.34,-66.48
7041,Entry long,2026-03-24 11:39,DCA L [C],24265.25,1,48530.5,16.76,0.03,17.38,0.04,-43.62,-0.09,-6648.34,-66.48
7042,Exit long,2026-03-24 12:13,$ STOP,24172,1,48481.5,-138.74,-0.29,6.88,0.01,-143.12,-0.30,-6788.32,-67.88
7042,Entry long,2026-03-24 12:04,DCA L [C],24240.75,1,48481.5,-138.74,-0.29,6.88,0.01,-143.12,-0.30,-6788.32,-67.88
7043,Exit long,2026-03-24 12:13,$ STOP,24172,1,48444,-101.24,-0.21,2.38,0.00,-105.62,-0.22,-6888.94,-68.89
7043,Entry long,2026-03-24 12:05,DCA L [C],24222,1,48444,-101.24,-0.21,2.38,0.00,-105.62,-0.22,-6888.94,-68.89
7044,Exit long,2026-03-24 12:13,$ STOP,24172,1,48380,-37.24,-0.08,32.88,0.07,-41.62,-0.09,-6925.56,-69.26
7044,Entry long,2026-03-24 12:11,DCA L [C],24190,1,48380,-37.24,-0.08,32.88,0.07,-41.62,-0.09,-6925.56,-69.26
7045,Exit long,2026-03-24 12:48,TP,24183,1,48346,18.76,0.04,19.38,0.04,-25.12,-0.05,-6906.8,-69.07
7045,Entry long,2026-03-24 12:43,DCA L [C],24173,1,48346,18.76,0.04,19.38,0.04,-25.12,-0.05,-6906.8,-69.07
7046,Exit short,2026-03-24 13:08,TP,24229.5,1,48445.5,-14.74,-0.03,16.88,0.03,-105.12,-0.22,-6922.16,-69.22
7046,Entry short,2026-03-24 12:56,DCA S [C],24222.75,1,48445.5,-14.74,-0.03,16.88,0.03,-105.12,-0.22,-6922.16,-69.22
7047,Exit short,2026-03-24 13:08,TP,24229.5,1,48513,52.76,0.11,53.38,0.11,-5.62,-0.01,-6868.78,-68.69
7047,Entry short,2026-03-24 13:01,DCA S [C],24256.5,1,48513,52.76,0.11,53.38,0.11,-5.62,-0.01,-6868.78,-68.69
7048,Exit short,2026-03-24 13:42,TP,24274.5,1,48569,18.76,0.04,19.38,0.04,-129.62,-0.27,-6850.02,-68.50
7048,Entry short,2026-03-24 13:32,DCA S [C],24284.5,1,48569,18.76,0.04,19.38,0.04,-129.62,-0.27,-6850.02,-68.50
7049,Exit long,2026-03-24 14:42,TP,24259.5,1,48533.5,-15.74,-0.03,27.88,0.06,-86.12,-0.18,-6866.38,-68.66
7049,Entry long,2026-03-24 14:31,DCA L [C],24266.75,1,48533.5,-15.74,-0.03,27.88,0.06,-86.12,-0.18,-6866.38,-68.66
7050,Exit long,2026-03-24 14:42,TP,24259.5,1,48464,53.76,0.11,54.38,0.11,-10.62,-0.02,-6812,-68.12
7050,Entry long,2026-03-24 14:36,DCA L [C],24232,1,48464,53.76,0.11,54.38,0.11,-10.62,-0.02,-6812,-68.12
7051,Exit long,2026-03-24 14:49,TP,24228.5,1,48437,18.76,0.04,19.38,0.04,-3.62,-0.01,-6793.24,-67.93
7051,Entry long,2026-03-24 14:47,DCA L [C],24218.5,1,48437,18.76,0.04,19.38,0.04,-3.62,-0.01,-6793.24,-67.93
7052,Exit long,2026-03-24 15:00,TP,24218.75,1,48429.5,6.76,0.01,9.88,0.02,-51.62,-0.11,-6787.1,-67.87
7052,Entry long,2026-03-24 14:52,DCA L [C],24214.75,1,48429.5,6.76,0.01,9.88,0.02,-51.62,-0.11,-6787.1,-67.87
7053,Exit long,2026-03-24 15:00,TP,24218.75,1,48404,32.26,0.07,35.38,0.07,-26.12,-0.05,-6754.22,-67.54
7053,Entry long,2026-03-24 14:56,DCA L [C],24202,1,48404,32.26,0.07,35.38,0.07,-26.12,-0.05,-6754.22,-67.54
7054,Exit short,2026-03-25 00:17,TP,24410.25,1,48840.5,18.76,0.04,19.38,0.04,-17.62,-0.04,-6735.46,-67.35
7054,Entry short,2026-03-25 00:09,DCA S [C],24420.25,1,48840.5,18.76,0.04,19.38,0.04,-17.62,-0.04,-6735.46,-67.35
7055,Exit long,2026-03-25 01:51,TP,24386.5,1,48753,18.76,0.04,19.38,0.04,-104.62,-0.21,-6716.7,-67.17
7055,Entry long,2026-03-25 01:03,DCA L [C],24376.5,1,48753,18.76,0.04,19.38,0.04,-104.62,-0.21,-6716.7,-67.17
7056,Exit short,2026-03-25 02:22,TP,24376.75,1,48758.5,3.76,0.01,4.38,0.01,-46.62,-0.10,-6713.56,-67.14
7056,Entry short,2026-03-25 02:12,DCA S [C],24379.25,1,48758.5,3.76,0.01,4.38,0.01,-46.62,-0.10,-6713.56,-67.14
7057,Exit short,2026-03-25 02:22,TP,24376.75,1,48788.5,33.76,0.07,34.38,0.07,-16.62,-0.03,-6679.18,-66.79
7057,Entry short,2026-03-25 02:14,DCA S [C],24394.25,1,48788.5,33.76,0.07,34.38,0.07,-16.62,-0.03,-6679.18,-66.79
7058,Exit short,2026-03-25 03:04,$ STOP,24449.75,1,48803.5,-97.24,-0.20,21.88,0.04,-99.12,-0.20,-6778.28,-67.78
7058,Entry short,2026-03-25 02:41,DCA S [C],24401.75,1,48803.5,-97.24,-0.20,21.88,0.04,-99.12,-0.20,-6778.28,-67.78
7059,Exit short,2026-03-25 03:04,$ STOP,24449.75,1,48792,-108.74,-0.22,10.38,0.02,-110.62,-0.23,-6886.4,-68.86
7059,Entry short,2026-03-25 02:44,DCA S [C],24396,1,48792,-108.74,-0.22,10.38,0.02,-110.62,-0.23,-6886.4,-68.86
7060,Exit short,2026-03-25 03:04,$ STOP,24449.75,1,48830.5,-70.24,-0.14,28.88,0.06,-72.12,-0.15,-6956.02,-69.56
7060,Entry short,2026-03-25 02:50,DCA S [C],24415.25,1,48830.5,-70.24,-0.14,28.88,0.06,-72.12,-0.15,-6956.02,-69.56
7061,Exit short,2026-03-25 03:04,$ STOP,24449.75,1,48825.5,-75.24,-0.15,6.38,0.01,-77.12,-0.16,-7030.64,-70.31
7061,Entry short,2026-03-25 03:01,DCA S [C],24412.75,1,48825.5,-75.24,-0.15,6.38,0.01,-77.12,-0.16,-7030.64,-70.31
7062,Exit long,2026-03-25 04:06,TP,24464.25,1,48923,4.26,0.01,7.88,0.02,-79.12,-0.16,-7027.62,-70.28
7062,Entry long,2026-03-25 03:53,DCA L [C],24461.5,1,48923,4.26,0.01,7.88,0.02,-79.12,-0.16,-7027.62,-70.28
7063,Exit long,2026-03-25 04:06,TP,24464.25,1,48915,12.26,0.03,15.88,0.03,-71.12,-0.15,-7014.74,-70.15
7063,Entry long,2026-03-25 03:54,DCA L [C],24457.5,1,48915,12.26,0.03,15.88,0.03,-71.12,-0.15,-7014.74,-70.15
7064,Exit long,2026-03-25 04:06,TP,24464.25,1,48879,48.26,0.10,51.88,0.11,-10.62,-0.02,-6965.86,-69.66
7064,Entry long,2026-03-25 04:02,DCA L [C],24439.5,1,48879,48.26,0.10,51.88,0.11,-10.62,-0.02,-6965.86,-69.66
7065,Exit long,2026-03-25 04:58,TP,24441.5,1,48866,15.76,0.03,16.38,0.03,-42.12,-0.09,-6950.72,-69.51
7065,Entry long,2026-03-25 04:46,DCA L [C],24433,1,48866,15.76,0.03,16.38,0.03,-42.12,-0.09,-6950.72,-69.51
7066,Exit long,2026-03-25 04:58,TP,24441.5,1,48859.5,22.26,0.05,22.88,0.05,-35.62,-0.07,-6927.84,-69.28
7066,Entry long,2026-03-25 04:47,DCA L [C],24429.75,1,48859.5,22.26,0.05,22.88,0.05,-35.62,-0.07,-6927.84,-69.28
7067,Exit short,2026-03-25 05:07,TP,24460.5,1,48947.5,25.26,0.05,36.88,0.08,-28.62,-0.06,-6903.2,-69.03
7067,Entry short,2026-03-25 05:02,DCA S [C],24473.75,1,48947.5,25.26,0.05,36.88,0.08,-28.62,-0.06,-6903.2,-69.03
7068,Exit short,2026-03-25 05:07,TP,24460.5,1,48959,36.76,0.08,48.38,0.10,-7.62,-0.02,-6865.82,-68.66
7068,Entry short,2026-03-25 05:03,DCA S [C],24479.5,1,48959,36.76,0.08,48.38,0.10,-7.62,-0.02,-6865.82,-68.66
7069,Exit long,2026-03-25 05:38,TP,24452,1,48878.5,24.26,0.05,24.88,0.05,-11.12,-0.02,-6842.18,-68.42
7069,Entry long,2026-03-25 05:31,DCA L [C],24439.25,1,48878.5,24.26,0.05,24.88,0.05,-11.12,-0.02,-6842.18,-68.42
7070,Exit long,2026-03-25 05:38,TP,24452,1,48889.5,13.26,0.03,13.88,0.03,-13.62,-0.03,-6828.3,-68.28
7070,Entry long,2026-03-25 05:32,DCA L [C],24444.75,1,48889.5,13.26,0.03,13.88,0.03,-13.62,-0.03,-6828.3,-68.28
7071,Exit long,2026-03-25 05:48,TP,24443.25,1,48867,18.26,0.04,18.88,0.04,-14.62,-0.03,-6810.66,-68.11
7071,Entry long,2026-03-25 05:43,DCA L [C],24433.5,1,48867,18.26,0.04,18.88,0.04,-14.62,-0.03,-6810.66,-68.11
7072,Exit long,2026-03-25 05:48,TP,24443.25,1,48866,19.26,0.04,19.88,0.04,-13.62,-0.03,-6790.78,-67.91
7072,Entry long,2026-03-25 05:44,DCA L [C],24433,1,48866,19.26,0.04,19.88,0.04,-13.62,-0.03,-6790.78,-67.91
7073,Exit short,2026-03-25 05:58,TP,24447.5,1,48915,18.76,0.04,19.38,0.04,-11.12,-0.02,-6772.02,-67.72
7073,Entry short,2026-03-25 05:55,DCA S [C],24457.5,1,48915,18.76,0.04,19.38,0.04,-11.12,-0.02,-6772.02,-67.72
7074,Exit short,2026-03-25 06:38,$ STOP,24510.5,1,48925.5,-96.74,-0.20,15.38,0.03,-100.12,-0.20,-6870.62,-68.71
7074,Entry short,2026-03-25 06:02,DCA S [C],24462.75,1,48925.5,-96.74,-0.20,15.38,0.03,-100.12,-0.20,-6870.62,-68.71
7075,Exit short,2026-03-25 06:38,$ STOP,24510.5,1,48950,-72.24,-0.15,24.38,0.05,-75.62,-0.15,-6942.24,-69.42
7075,Entry short,2026-03-25 06:05,DCA S [C],24475,1,48950,-72.24,-0.15,24.38,0.05,-75.62,-0.15,-6942.24,-69.42
7076,Exit short,2026-03-25 06:38,$ STOP,24510.5,1,48965,-57.24,-0.12,7.38,0.02,-60.62,-0.12,-6998.86,-69.99
7076,Entry short,2026-03-25 06:23,DCA S [C],24482.5,1,48965,-57.24,-0.12,7.38,0.02,-60.62,-0.12,-6998.86,-69.99
7077,Exit short,2026-03-25 06:38,$ STOP,24510.5,1,48978.5,-43.74,-0.09,8.38,0.02,-47.12,-0.10,-7041.98,-70.42
7077,Entry short,2026-03-25 06:33,DCA S [C],24489.25,1,48978.5,-43.74,-0.09,8.38,0.02,-47.12,-0.10,-7041.98,-70.42
7078,Exit long,2026-03-25 06:49,TP,24459.75,1,48899.5,18.76,0.04,52.88,0.11,-14.62,-0.03,-7023.22,-70.23
7078,Entry long,2026-03-25 06:48,DCA L [C],24449.75,1,48899.5,18.76,0.04,52.88,0.11,-14.62,-0.03,-7023.22,-70.23
7079,Exit short,2026-03-25 07:13,TP,24521.25,1,49054,10.26,0.02,14.38,0.03,-26.62,-0.05,-7013.58,-70.14
7079,Entry short,2026-03-25 07:07,DCA S [C],24527,1,49054,10.26,0.02,14.38,0.03,-26.62,-0.05,-7013.58,-70.14
7080,Exit short,2026-03-25 07:13,TP,24521.25,1,49071.5,27.76,0.06,31.88,0.06,-9.12,-0.02,-6985.2,-69.85
7080,Entry short,2026-03-25 07:08,DCA S [C],24535.75,1,49071.5,27.76,0.06,31.88,0.06,-9.12,-0.02,-6985.2,-69.85
7081,Exit long,2026-03-25 07:23,TP,24457.5,1,48870.5,43.26,0.09,60.38,0.12,-19.12,-0.04,-6942.56,-69.43
7081,Entry long,2026-03-25 07:18,DCA L [C],24435.25,1,48870.5,43.26,0.09,60.38,0.12,-19.12,-0.04,-6942.56,-69.43
7082,Exit long,2026-03-25 07:23,TP,24457.5,1,48861.5,52.26,0.11,69.38,0.14,-7.12,-0.01,-6889.68,-68.90
7082,Entry long,2026-03-25 07:19,DCA L [C],24430.75,1,48861.5,52.26,0.11,69.38,0.14,-7.12,-0.01,-6889.68,-68.90
7083,Exit short,2026-03-25 08:01,TP,24458.5,1,48944,25.76,0.05,102.88,0.21,-10.62,-0.02,-6864.54,-68.65
7083,Entry short,2026-03-25 07:56,DCA S [C],24472,1,48944,25.76,0.05,102.88,0.21,-10.62,-0.02,-6864.54,-68.65
7084,Exit short,2026-03-25 08:01,TP,24458.5,1,48930,11.76,0.02,88.88,0.18,-6.12,-0.01,-6852.16,-68.52
7084,Entry short,2026-03-25 07:57,DCA S [C],24465,1,48930,11.76,0.02,88.88,0.18,-6.12,-0.01,-6852.16,-68.52
7085,Exit short,2026-03-25 08:09,TP,24463.25,1,48948.5,20.76,0.04,21.38,0.04,-23.62,-0.05,-6832.02,-68.32
7085,Entry short,2026-03-25 08:04,DCA S [C],24474.25,1,48948.5,20.76,0.04,21.38,0.04,-23.62,-0.05,-6832.02,-68.32
7086,Exit short,2026-03-25 08:09,TP,24463.25,1,48945,17.26,0.04,17.88,0.04,-27.12,-0.06,-6814.14,-68.14
7086,Entry short,2026-03-25 08:05,DCA S [C],24472.5,1,48945,17.26,0.04,17.88,0.04,-27.12,-0.06,-6814.14,-68.14
7087,Exit short,2026-03-25 08:42,TP,24504.75,1,49027,16.26,0.03,76.38,0.16,-25.62,-0.05,-6798.5,-67.98
7087,Entry short,2026-03-25 08:37,DCA S [C],24513.5,1,49027,16.26,0.03,76.38,0.16,-25.62,-0.05,-6798.5,-67.98
7088,Exit short,2026-03-25 08:42,TP,24504.75,1,49032,21.26,0.04,81.38,0.17,-20.62,-0.04,-6776.62,-67.77
7088,Entry short,2026-03-25 08:38,DCA S [C],24516,1,49032,21.26,0.04,81.38,0.17,-20.62,-0.04,-6776.62,-67.77
7089,Exit long,2026-03-25 08:58,TP,24410.5,1,48839.5,-19.74,-0.04,1.38,0.00,-120.12,-0.25,-6796.98,-67.97
7089,Entry long,2026-03-25 08:50,DCA L [C],24419.75,1,48839.5,-19.74,-0.04,1.38,0.00,-120.12,-0.25,-6796.98,-67.97
7090,Exit long,2026-03-25 08:58,TP,24410.5,1,48762,57.76,0.12,58.38,0.12,-42.62,-0.09,-6738.6,-67.39
7090,Entry long,2026-03-25 08:51,DCA L [C],24381,1,48762,57.76,0.12,58.38,0.12,-42.62,-0.09,-6738.6,-67.39
7091,Exit long,2026-03-25 09:02,TP,24373.75,1,48686.5,59.76,0.12,82.88,0.17,-2.62,-0.01,-6678.84,-66.79
7091,Entry long,2026-03-25 09:01,DCA L [C],24343.25,1,48686.5,59.76,0.12,82.88,0.17,-2.62,-0.01,-6678.84,-66.79
7092,Exit short,2026-03-25 09:30,TP,24457,1,48901.5,-13.74,-0.03,23.88,0.05,-113.62,-0.23,-6693.82,-66.94
7092,Entry short,2026-03-25 09:16,DCA S [C],24450.75,1,48901.5,-13.74,-0.03,23.88,0.05,-113.62,-0.23,-6693.82,-66.94
7093,Exit short,2026-03-25 09:30,TP,24457,1,48916,0.76,0.00,38.38,0.08,-99.12,-0.20,-6692.44,-66.92
7093,Entry short,2026-03-25 09:17,DCA S [C],24458,1,48916,0.76,0.00,38.38,0.08,-99.12,-0.20,-6692.44,-66.92
7094,Exit short,2026-03-25 09:30,TP,24457,1,48984.5,69.26,0.14,99.88,0.20,-30.62,-0.06,-6622.56,-66.23
7094,Entry short,2026-03-25 09:23,DCA S [C],24492.25,1,48984.5,69.26,0.14,99.88,0.20,-30.62,-0.06,-6622.56,-66.23
7095,Exit short,2026-03-25 09:37,TP,24476.5,1,48984,29.76,0.06,48.38,0.10,-4.62,-0.01,-6592.8,-65.93
7095,Entry short,2026-03-25 09:36,DCA S [C],24492,1,48984,29.76,0.06,48.38,0.10,-4.62,-0.01,-6592.8,-65.93
7096,Exit short,2026-03-25 09:44,TP,24493.5,1,49007,18.76,0.04,43.38,0.09,-5.12,-0.01,-6574.04,-65.74
7096,Entry short,2026-03-25 09:43,DCA S [C],24503.5,1,49007,18.76,0.04,43.38,0.09,-5.12,-0.01,-6574.04,-65.74
7097,Exit short,2026-03-25 09:50,TP,24504.25,1,49028.5,18.76,0.04,30.88,0.06,-3.62,-0.01,-6555.28,-65.55
7097,Entry short,2026-03-25 09:49,DCA S [C],24514.25,1,49028.5,18.76,0.04,30.88,0.06,-3.62,-0.01,-6555.28,-65.55
7098,Exit short,2026-03-25 09:54,TP,24489.75,1,48999.5,18.76,0.04,19.38,0.04,-16.62,-0.03,-6536.52,-65.37
7098,Entry short,2026-03-25 09:53,DCA S [C],24499.75,1,48999.5,18.76,0.04,19.38,0.04,-16.62,-0.03,-6536.52,-65.37
7099,Exit long,2026-03-25 10:15,$ STOP,24385.5,1,48922.5,-152.74,-0.31,4.88,0.01,-152.12,-0.31,-6689.88,-66.90
7099,Entry long,2026-03-25 10:07,DCA L [C],24461.25,1,48922.5,-152.74,-0.31,4.88,0.01,-152.12,-0.31,-6689.88,-66.90
7100,Exit long,2026-03-25 10:15,$ STOP,24385.5,1,48872.5,-102.74,-0.21,34.38,0.07,-102.12,-0.21,-6792,-67.92
7100,Entry long,2026-03-25 10:08,DCA L [C],24436.25,1,48872.5,-102.74,-0.21,34.38,0.07,-102.12,-0.21,-6792,-67.92
7101,Exit long,2026-03-25 11:07,TP,24358.25,1,48696.5,18.76,0.04,19.38,0.04,-17.12,-0.04,-6773.24,-67.73
7101,Entry long,2026-03-25 11:06,DCA L [C],24348.25,1,48696.5,18.76,0.04,19.38,0.04,-17.12,-0.04,-6773.24,-67.73
7102,Exit short,2026-03-25 11:50,TP,24403.75,1,48753,-55.74,-0.11,0.38,0.00,-149.12,-0.31,-6830.22,-68.30
7102,Entry short,2026-03-25 11:24,DCA S [C],24376.5,1,48753,-55.74,-0.11,0.38,0.00,-149.12,-0.31,-6830.22,-68.30
7103,Exit short,2026-03-25 11:50,TP,24403.75,1,48837,28.26,0.06,48.38,0.10,-65.12,-0.13,-6801.34,-68.01
7103,Entry short,2026-03-25 11:25,DCA S [C],24418.5,1,48837,28.26,0.06,48.38,0.10,-65.12,-0.13,-6801.34,-68.01
7104,Exit short,2026-03-25 11:50,TP,24403.75,1,48893,84.26,0.17,84.88,0.17,-9.12,-0.02,-6716.46,-67.16
7104,Entry short,2026-03-25 11:34,DCA S [C],24446.5,1,48893,84.26,0.17,84.88,0.17,-9.12,-0.02,-6716.46,-67.16
7105,Exit short,2026-03-25 14:58,TP,24358.25,1,48736.5,18.76,0.04,25.38,0.05,-5.62,-0.01,-6697.7,-66.98
7105,Entry short,2026-03-25 14:56,DCA S [C],24368.25,1,48736.5,18.76,0.04,25.38,0.05,-5.62,-0.01,-6697.7,-66.98
7106,Exit long,2026-03-26 01:28,TP,24270.25,1,48520.5,18.76,0.04,19.38,0.04,-56.62,-0.12,-6678.94,-66.79
7106,Entry long,2026-03-26 00:53,DCA L [C],24260.25,1,48520.5,18.76,0.04,19.38,0.04,-56.62,-0.12,-6678.94,-66.79
7107,Exit short,2026-03-26 02:05,TP,24274.5,1,48572,21.76,0.04,24.88,0.05,-5.62,-0.01,-6657.18,-66.57
7107,Entry short,2026-03-26 02:04,DCA S [C],24286,1,48572,21.76,0.04,24.88,0.05,-5.62,-0.01,-6657.18,-66.57
7108,Exit long,2026-03-26 02:10,TP,24258.5,1,48497,18.76,0.04,19.38,0.04,-3.62,-0.01,-6638.42,-66.38
7108,Entry long,2026-03-26 02:08,DCA L [C],24248.5,1,48497,18.76,0.04,19.38,0.04,-3.62,-0.01,-6638.42,-66.38
7109,Exit long,2026-03-26 02:22,TP,24248,1,48461.5,33.26,0.07,33.88,0.07,-9.12,-0.02,-6605.16,-66.05
7109,Entry long,2026-03-26 02:21,DCA L [C],24230.75,1,48461.5,33.26,0.07,33.88,0.07,-9.12,-0.02,-6605.16,-66.05
7110,Exit short,2026-03-26 03:09,TP,24258.5,1,48539,20.76,0.04,26.38,0.05,-39.12,-0.08,-6585.02,-65.85
7110,Entry short,2026-03-26 03:01,DCA S [C],24269.5,1,48539,20.76,0.04,26.38,0.05,-39.12,-0.08,-6585.02,-65.85
7111,Exit short,2026-03-26 03:09,TP,24258.5,1,48535,16.76,0.03,22.38,0.05,-43.12,-0.09,-6567.64,-65.68
7111,Entry short,2026-03-26 03:02,DCA S [C],24267.5,1,48535,16.76,0.03,22.38,0.05,-43.12,-0.09,-6567.64,-65.68
7112,Exit long,2026-03-26 03:30,$ STOP,24191.5,1,48502.5,-120.74,-0.25,7.88,0.02,-126.12,-0.26,-6689.62,-66.90
7112,Entry long,2026-03-26 03:12,DCA L [C],24251.25,1,48502.5,-120.74,-0.25,7.88,0.02,-126.12,-0.26,-6689.62,-66.90
7113,Exit long,2026-03-26 03:30,$ STOP,24191.5,1,48489.5,-107.74,-0.22,0,0.00,-113.12,-0.23,-6796.74,-67.97
7113,Entry long,2026-03-26 03:13,DCA L [C],24244.75,1,48489.5,-107.74,-0.22,0,0.00,-113.12,-0.23,-6796.74,-67.97
7114,Exit long,2026-03-26 03:30,$ STOP,24191.5,1,48408.5,-26.74,-0.06,31.88,0.07,-32.12,-0.07,-6822.86,-68.23
7114,Entry long,2026-03-26 03:20,DCA L [C],24204.25,1,48408.5,-26.74,-0.06,31.88,0.07,-32.12,-0.07,-6822.86,-68.23
7115,Exit long,2026-03-26 03:39,TP,24198,1,48376,18.76,0.04,19.38,0.04,-5.12,-0.01,-6804.1,-68.04
7115,Entry long,2026-03-26 03:38,DCA L [C],24188,1,48376,18.76,0.04,19.38,0.04,-5.12,-0.01,-6804.1,-68.04
7116,Exit long,2026-03-26 03:55,TP,24190,1,48370,8.76,0.02,14.88,0.03,-60.62,-0.13,-6795.96,-67.96
7116,Entry long,2026-03-26 03:44,DCA L [C],24185,1,48370,8.76,0.02,14.88,0.03,-60.62,-0.13,-6795.96,-67.96
7117,Exit long,2026-03-26 03:55,TP,24190,1,48350,28.76,0.06,34.88,0.07,-40.62,-0.08,-6766.58,-67.67
7117,Entry long,2026-03-26 03:45,DCA L [C],24175,1,48350,28.76,0.06,34.88,0.07,-40.62,-0.08,-6766.58,-67.67
7118,Exit long,2026-03-26 04:05,TP,24176.5,1,48327,24.76,0.05,27.88,0.06,-3.62,-0.01,-6741.82,-67.42
7118,Entry long,2026-03-26 04:04,DCA L [C],24163.5,1,48327,24.76,0.05,27.88,0.06,-3.62,-0.01,-6741.82,-67.42
7119,Exit long,2026-03-26 04:20,TP,24171,1,48322,18.76,0.04,19.38,0.04,-10.12,-0.02,-6723.06,-67.23
7119,Entry long,2026-03-26 04:19,DCA L [C],24161,1,48322,18.76,0.04,19.38,0.04,-10.12,-0.02,-6723.06,-67.23
7120,Exit long,2026-03-26 05:05,TP,24171.5,1,48325.5,16.26,0.03,16.88,0.03,-109.12,-0.23,-6707.42,-67.07
7120,Entry long,2026-03-26 04:24,DCA L [C],24162.75,1,48325.5,16.26,0.03,16.88,0.03,-109.12,-0.23,-6707.42,-67.07
7121,Exit long,2026-03-26 05:05,TP,24171.5,1,48320,21.76,0.05,22.38,0.05,-103.62,-0.21,-6685.04,-66.85
7121,Entry long,2026-03-26 04:27,DCA L [C],24160,1,48320,21.76,0.05,22.38,0.05,-103.62,-0.21,-6685.04,-66.85
7122,Exit short,2026-03-26 05:18,TP,24181,1,48386.5,23.26,0.05,28.88,0.06,-6.62,-0.01,-6661.78,-66.62
7122,Entry short,2026-03-26 05:17,DCA S [C],24193.25,1,48386.5,23.26,0.05,28.88,0.06,-6.62,-0.01,-6661.78,-66.62
7123,Exit short,2026-03-26 05:39,TP,24185.25,1,48390.5,18.76,0.04,19.38,0.04,-15.12,-0.03,-6643.02,-66.43
7123,Entry short,2026-03-26 05:30,DCA S [C],24195.25,1,48390.5,18.76,0.04,19.38,0.04,-15.12,-0.03,-6643.02,-66.43
7124,Exit long,2026-03-26 07:00,$ STOP,24101.75,1,48308,-105.74,-0.22,9.38,0.02,-112.12,-0.23,-6750.62,-67.51
7124,Entry long,2026-03-26 06:24,DCA L [C],24154,1,48308,-105.74,-0.22,9.38,0.02,-112.12,-0.23,-6750.62,-67.51
7125,Exit long,2026-03-26 07:00,$ STOP,24101.75,1,48294,-91.74,-0.19,9.38,0.02,-98.12,-0.20,-6841.74,-68.42
7125,Entry long,2026-03-26 06:26,DCA L [C],24147,1,48294,-91.74,-0.19,9.38,0.02,-98.12,-0.20,-6841.74,-68.42
7126,Exit long,2026-03-26 07:00,$ STOP,24101.75,1,48246.5,-44.24,-0.09,22.88,0.05,-50.62,-0.10,-6885.36,-68.85
7126,Entry long,2026-03-26 06:44,DCA L [C],24123.25,1,48246.5,-44.24,-0.09,22.88,0.05,-50.62,-0.10,-6885.36,-68.85
7127,Exit long,2026-03-26 07:00,$ STOP,24101.75,1,48226,-23.74,-0.05,6.88,0.01,-30.12,-0.06,-6908.48,-69.08
7127,Entry long,2026-03-26 06:57,DCA L [C],24113,1,48226,-23.74,-0.05,6.88,0.01,-30.12,-0.06,-6908.48,-69.08
