Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
95,Entry short,2025-10-07 14:01,DCA S [C],25050.25,1,50100.5,18.76,0.04,19.38,0.04,-16.62,-0.03,-1295.3,-12.95
96,Exit short,2025-10-07 14:55,TP,25050.25,1,50113.5,11.76,0.02,12.38,0.02,-30.12,-0.06,-1284.16,-12.84
96,Entry short,2025-10-07 14:44,DCA S [C],25056.75,1,50113.5,11.76,0.02,12.38,0.02,-30.12,-0.06,-1284.16,-12.84
97,Exit short,2025-10-07 14:55,TP,25050.25,1,50128,26.26,0.05,26.88,0.05,-15.12,-0.03,-1257.28,-12.57
97,Entry short,2025-10-07 14:46,DCA S [C],25064,1,50128,26.26,0.05,26.88,0.05,-15.12,-0.03,-1257.28,-12.57
98,Exit long,2025-10-07 15:04,TP,25052,1,50071,31.76,0.06,55.88,0.11,-17.12,-0.03,-1226.14,-12.26
98,Entry long,2025-10-07 14:59,DCA L [C],25035.5,1,50071,31.76,0.06,55.88,0.11,-17.12,-0.03,-1226.14,-12.26
99,Exit long,2025-10-07 15:04,TP,25052,1,50093,9.76,0.02,33.88,0.07,-5.62,-0.01,-1215.76,-12.16
99,Entry long,2025-10-07 15:00,DCA L [C],25046.5,1,50093,9.76,0.02,33.88,0.07,-5.62,-0.01,-1215.76,-12.16
100,Exit long,2025-10-08 02:50,TP,25083.5,1,50147,18.76,0.04,19.38,0.04,-95.12,-0.19,-1197,-11.97
100,Entry long,2025-10-08 00:11,DCA L [C],25073.5,1,50147,18.76,0.04,19.38,0.04,-95.12,-0.19,-1197,-11.97
101,Exit short,2025-10-08 03:56,TP,25085,1,50178.5,7.26,0.01,18.38,0.04,-44.62,-0.09,-1191.6,-11.92
101,Entry short,2025-10-08 02:53,DCA S [C],25089.25,1,50178.5,7.26,0.01,18.38,0.04,-44.62,-0.09,-1191.6,-11.92
102,Exit short,2025-10-08 03:56,TP,25085,1,50182,10.76,0.02,11.38,0.02,-41.12,-0.08,-1180.22,-11.80
102,Entry short,2025-10-08 03:20,DCA S [C],25091,1,50182,10.76,0.02,11.38,0.02,-41.12,-0.08,-1180.22,-11.80
103,Exit short,2025-10-08 03:56,TP,25085,1,50193,21.76,0.04,22.38,0.04,-30.12,-0.06,-1157.84,-11.58
103,Entry short,2025-10-08 03:31,DCA S [C],25096.5,1,50193,21.76,0.04,22.38,0.04,-30.12,-0.06,-1157.84,-11.58
104,Exit short,2025-10-08 03:56,TP,25085,1,50207,35.76,0.07,36.38,0.07,-16.12,-0.03,-1121.46,-11.21
104,Entry short,2025-10-08 03:38,DCA S [C],25103.5,1,50207,35.76,0.07,36.38,0.07,-16.12,-0.03,-1121.46,-11.21
105,Exit short,2025-10-08 05:10,TP,25080.25,1,50180,18.26,0.04,18.88,0.04,-12.62,-0.03,-1103.82,-11.04
105,Entry short,2025-10-08 04:40,DCA S [C],25090,1,50180,18.26,0.04,18.88,0.04,-12.62,-0.03,-1103.82,-11.04
106,Exit short,2025-10-08 05:10,TP,25080.25,1,50181,19.26,0.04,19.88,0.04,-8.12,-0.02,-1083.94,-10.84
106,Entry short,2025-10-08 04:46,DCA S [C],25090.5,1,50181,19.26,0.04,19.88,0.04,-8.12,-0.02,-1083.94,-10.84
107,Exit short,2025-10-08 06:17,TP,25086,1,50178.5,5.26,0.01,5.88,0.01,-31.12,-0.06,-1081.16,-10.81
107,Entry short,2025-10-08 05:36,DCA S [C],25089.25,1,50178.5,5.26,0.01,5.88,0.01,-31.12,-0.06,-1081.16,-10.81
108,Exit short,2025-10-08 06:17,TP,25086,1,50188,14.76,0.03,15.38,0.03,-21.62,-0.04,-1065.78,-10.66
108,Entry short,2025-10-08 05:39,DCA S [C],25094,1,50188,14.76,0.03,15.38,0.03,-21.62,-0.04,-1065.78,-10.66
109,Exit short,2025-10-08 06:17,TP,25086,1,50191,17.76,0.04,18.38,0.04,-18.62,-0.04,-1047.4,-10.47
109,Entry short,2025-10-08 05:56,DCA S [C],25095.5,1,50191,17.76,0.04,18.38,0.04,-18.62,-0.04,-1047.4,-10.47
110,Exit short,2025-10-08 06:17,TP,25086,1,50199,25.76,0.05,26.38,0.05,-10.62,-0.02,-1021.02,-10.21
110,Entry short,2025-10-08 06:02,DCA S [C],25099.5,1,50199,25.76,0.05,26.38,0.05,-10.62,-0.02,-1021.02,-10.21
111,Exit short,2025-10-08 06:17,TP,25086,1,50203.5,30.26,0.06,30.88,0.06,-5.62,-0.01,-990.14,-9.90
111,Entry short,2025-10-08 06:08,DCA S [C],25101.75,1,50203.5,30.26,0.06,30.88,0.06,-5.62,-0.01,-990.14,-9.90
112,Exit long,2025-10-08 06:47,TP,25085,1,50148,20.76,0.04,21.38,0.04,-31.62,-0.06,-970,-9.70
112,Entry long,2025-10-08 06:21,DCA L [C],25074,1,50148,20.76,0.04,21.38,0.04,-31.62,-0.06,-970,-9.70
113,Exit long,2025-10-08 06:47,TP,25085,1,50151.5,17.26,0.03,17.88,0.04,-35.12,-0.07,-952.12,-9.52
113,Entry long,2025-10-08 06:22,DCA L [C],25075.75,1,50151.5,17.26,0.03,17.88,0.04,-35.12,-0.07,-952.12,-9.52
114,Exit short,2025-10-08 07:03,TP,25080.5,1,50181,18.76,0.04,19.38,0.04,-5.62,-0.01,-933.36,-9.33
114,Entry short,2025-10-08 06:52,DCA S [C],25090.5,1,50181,18.76,0.04,19.38,0.04,-5.62,-0.01,-933.36,-9.33
115,Exit long,2025-10-08 08:10,TP,25076.25,1,50148.5,2.76,0.01,3.38,0.01,-63.62,-0.13,-931.84,-9.32
115,Entry long,2025-10-08 07:06,DCA L [C],25074.25,1,50148.5,2.76,0.01,3.38,0.01,-63.62,-0.13,-931.84,-9.32
116,Exit long,2025-10-08 08:10,TP,25076.25,1,50145,6.26,0.01,6.88,0.01,-60.12,-0.12,-924.96,-9.25
116,Entry long,2025-10-08 07:09,DCA L [C],25072.5,1,50145,6.26,0.01,6.88,0.01,-60.12,-0.12,-924.96,-9.25
117,Exit long,2025-10-08 08:10,TP,25076.25,1,50103,48.26,0.10,48.88,0.10,-18.12,-0.04,-876.08,-8.76
117,Entry long,2025-10-08 07:15,DCA L [C],25051.5,1,50103,48.26,0.10,48.88,0.10,-18.12,-0.04,-876.08,-8.76
118,Exit short,2025-10-08 08:33,$ STOP,25126.5,1,50149.5,-104.74,-0.21,2.38,0.00,-105.12,-0.21,-982.68,-9.83
118,Entry short,2025-10-08 08:14,DCA S [C],25074.75,1,50149.5,-104.74,-0.21,2.38,0.00,-105.12,-0.21,-982.68,-9.83
119,Exit short,2025-10-08 08:33,$ STOP,25126.5,1,50155.5,-98.74,-0.20,8.38,0.02,-99.12,-0.20,-1080.8,-10.81
119,Entry short,2025-10-08 08:16,DCA S [C],25077.75,1,50155.5,-98.74,-0.20,8.38,0.02,-99.12,-0.20,-1080.8,-10.81
120,Exit short,2025-10-08 08:33,$ STOP,25126.5,1,50179,-75.24,-0.15,31.88,0.06,-75.62,-0.15,-1155.42,-11.55
120,Entry short,2025-10-08 08:22,DCA S [C],25089.5,1,50179,-75.24,-0.15,31.88,0.06,-75.62,-0.15,-1155.42,-11.55
121,Exit short,2025-10-08 08:33,$ STOP,25126.5,1,50176.5,-77.74,-0.15,29.38,0.06,-78.12,-0.16,-1232.54,-12.33
121,Entry short,2025-10-08 08:28,DCA S [C],25088.25,1,50176.5,-77.74,-0.15,29.38,0.06,-78.12,-0.16,-1232.54,-12.33
122,Exit long,2025-10-08 09:59,TP,25193.5,1,50370.5,15.26,0.03,15.88,0.03,-25.62,-0.05,-1217.9,-12.18
122,Entry long,2025-10-08 09:51,DCA L [C],25185.25,1,50370.5,15.26,0.03,15.88,0.03,-25.62,-0.05,-1217.9,-12.18
123,Exit long,2025-10-08 09:59,TP,25193.5,1,50363.5,22.26,0.04,22.88,0.05,-18.62,-0.04,-1195.02,-11.95
123,Entry long,2025-10-08 09:52,DCA L [C],25181.75,1,50363.5,22.26,0.04,22.88,0.05,-18.62,-0.04,-1195.02,-11.95
124,Exit short,2025-10-08 10:18,TP,25202.25,1,50429,23.26,0.05,23.88,0.05,-12.62,-0.03,-1172.38,-11.72
124,Entry short,2025-10-08 10:12,DCA S [C],25214.5,1,50429,23.26,0.05,23.88,0.05,-12.62,-0.03,-1172.38,-11.72
125,Exit short,2025-10-08 10:18,TP,25202.25,1,50420,14.26,0.03,14.88,0.03,-21.62,-0.04,-1157.5,-11.57
125,Entry short,2025-10-08 10:13,DCA S [C],25210,1,50420,14.26,0.03,14.88,0.03,-21.62,-0.04,-1157.5,-11.57
126,Exit short,2025-10-08 11:12,$ STOP,25266.75,1,50446.5,-88.24,-0.17,2.38,0.00,-88.12,-0.17,-1248.22,-12.48
126,Entry short,2025-10-08 10:25,DCA S [C],25223.25,1,50446.5,-88.24,-0.17,2.38,0.00,-88.12,-0.17,-1248.22,-12.48
127,Exit short,2025-10-08 11:12,$ STOP,25266.75,1,50484.5,-50.24,-0.10,24.88,0.05,-50.12,-0.10,-1297.84,-12.98
127,Entry short,2025-10-08 10:26,DCA S [C],25242.25,1,50484.5,-50.24,-0.10,24.88,0.05,-50.12,-0.10,-1297.84,-12.98
128,Exit short,2025-10-08 11:12,$ STOP,25266.75,1,50488,-46.74,-0.09,21.88,0.04,-46.62,-0.09,-1343.96,-13.44
128,Entry short,2025-10-08 10:42,DCA S [C],25244,1,50488,-46.74,-0.09,21.88,0.04,-46.62,-0.09,-1343.96,-13.44
129,Exit short,2025-10-08 11:12,$ STOP,25266.75,1,50487.5,-47.24,-0.09,0,0.00,-47.12,-0.09,-1390.58,-13.91
129,Entry short,2025-10-08 10:50,DCA S [C],25243.75,1,50487.5,-47.24,-0.09,0,0.00,-47.12,-0.09,-1390.58,-13.91
130,Exit short,2025-10-08 11:12,$ STOP,25266.75,1,50523,-11.74,-0.02,1.38,0.00,-11.62,-0.02,-1401.7,-14.02
130,Entry short,2025-10-08 11:11,DCA S [C],25261.5,1,50523,-11.74,-0.02,1.38,0.00,-11.62,-0.02,-1401.7,-14.02
131,Exit short,2025-10-08 11:25,TP,25259,1,50539,19.76,0.04,20.38,0.04,-14.62,-0.03,-1382.56,-13.83
131,Entry short,2025-10-08 11:18,DCA S [C],25269.5,1,50539,19.76,0.04,20.38,0.04,-14.62,-0.03,-1382.56,-13.83
132,Exit short,2025-10-08 11:25,TP,25259,1,50537,17.76,0.04,18.38,0.04,-16.62,-0.03,-1364.18,-13.64
132,Entry short,2025-10-08 11:19,DCA S [C],25268.5,1,50537,17.76,0.04,18.38,0.04,-16.62,-0.03,-1364.18,-13.64
133,Exit long,2025-10-08 12:00,TP,25255.25,1,50490,19.26,0.04,19.88,0.04,-23.62,-0.05,-1346.16,-13.46
133,Entry long,2025-10-08 11:32,DCA L [C],25245,1,50490,19.26,0.04,19.88,0.04,-23.62,-0.05,-1346.16,-13.46
134,Exit long,2025-10-08 12:00,TP,25255.25,1,50490,19.26,0.04,19.88,0.04,-23.62,-0.05,-1326.28,-13.26
134,Entry long,2025-10-08 11:41,DCA L [C],25245,1,50490,19.26,0.04,19.88,0.04,-23.62,-0.05,-1326.28,-13.26
135,Exit long,2025-10-08 12:00,TP,25255.25,1,50491.5,17.76,0.04,18.38,0.04,-25.12,-0.05,-1307.9,-13.08
135,Entry long,2025-10-08 11:48,DCA L [C],25245.75,1,50491.5,17.76,0.04,18.38,0.04,-25.12,-0.05,-1307.9,-13.08
136,Exit short,2025-10-08 14:56,$ STOP,25335,1,50587,-84.24,-0.17,0,0.00,-83.62,-0.17,-1394,-13.94
136,Entry short,2025-10-08 14:15,DCA S [C],25293.5,1,50587,-84.24,-0.17,0,0.00,-83.62,-0.17,-1394,-13.94
137,Exit short,2025-10-08 14:56,$ STOP,25335,1,50596,-75.24,-0.15,5.88,0.01,-74.62,-0.15,-1468.62,-14.69
137,Entry short,2025-10-08 14:16,DCA S [C],25298,1,50596,-75.24,-0.15,5.88,0.01,-74.62,-0.15,-1468.62,-14.69
138,Exit short,2025-10-08 14:56,$ STOP,25335,1,50622,-49.24,-0.10,16.38,0.03,-48.62,-0.10,-1517.24,-15.17
138,Entry short,2025-10-08 14:27,DCA S [C],25311,1,50622,-49.24,-0.10,16.38,0.03,-48.62,-0.10,-1517.24,-15.17
139,Exit short,2025-10-08 14:56,$ STOP,25335,1,50632.5,-38.74,-0.08,1.38,0.00,-38.12,-0.08,-1555.36,-15.55
139,Entry short,2025-10-08 14:51,DCA S [C],25316.25,1,50632.5,-38.74,-0.08,1.38,0.00,-38.12,-0.08,-1555.36,-15.55
140,Exit short,2025-10-09 01:50,TP,25336.5,1,50693,18.76,0.04,19.38,0.04,-43.62,-0.09,-1536.6,-15.37
140,Entry short,2025-10-09 00:11,DCA S [C],25346.5,1,50693,18.76,0.04,19.38,0.04,-43.62,-0.09,-1536.6,-15.37
141,Exit long,2025-10-09 02:46,TP,25342.75,1,50666.5,17.76,0.04,18.38,0.04,-21.62,-0.04,-1519.46,-15.19
141,Entry long,2025-10-09 02:31,DCA L [C],25333.25,1,50666.5,17.76,0.04,18.38,0.04,-21.62,-0.04,-1519.46,-15.19
142,Exit long,2025-10-09 02:46,TP,25342.75,1,50664,20.26,0.04,20.88,0.04,-19.12,-0.04,-1498.58,-14.99
142,Entry long,2025-10-09 02:32,DCA L [C],25332,1,50664,20.26,0.04,20.88,0.04,-19.12,-0.04,-1498.58,-14.99
143,Exit long,2025-10-09 04:13,TP,25323,1,50654,-9.24,-0.02,14.38,0.03,-66.12,-0.13,-1510.3,-15.10
143,Entry long,2025-10-09 03:14,DCA L [C],25327,1,50654,-9.24,-0.02,14.38,0.03,-66.12,-0.13,-1510.3,-15.10
144,Exit long,2025-10-09 04:13,TP,25323,1,50647,-2.24,0.00,21.38,0.04,-59.12,-0.12,-1511.92,-15.12
144,Entry long,2025-10-09 03:15,DCA L [C],25323.5,1,50647,-2.24,0.00,21.38,0.04,-59.12,-0.12,-1511.92,-15.12
145,Exit long,2025-10-09 04:13,TP,25323,1,50625,19.76,0.04,20.38,0.04,-37.12,-0.07,-1491.54,-14.92
145,Entry long,2025-10-09 03:38,DCA L [C],25312.5,1,50625,19.76,0.04,20.38,0.04,-37.12,-0.07,-1491.54,-14.92
146,Exit long,2025-10-09 04:13,TP,25323,1,50602,42.76,0.08,43.38,0.09,-14.12,-0.03,-1448.16,-14.48
146,Entry long,2025-10-09 03:44,DCA L [C],25301,1,50602,42.76,0.08,43.38,0.09,-14.12,-0.03,-1448.16,-14.48
147,Exit long,2025-10-09 04:13,TP,25323,1,50600,44.76,0.09,45.38,0.09,-12.12,-0.02,-1402.78,-14.03
147,Entry long,2025-10-09 03:51,DCA L [C],25300,1,50600,44.76,0.09,45.38,0.09,-12.12,-0.02,-1402.78,-14.03
148,Exit short,2025-10-09 04:24,TP,25313.5,1,50647,18.76,0.04,19.38,0.04,-2.62,-0.01,-1384.02,-13.84
148,Entry short,2025-10-09 04:16,DCA S [C],25323.5,1,50647,18.76,0.04,19.38,0.04,-2.62,-0.01,-1384.02,-13.84
149,Exit short,2025-10-09 04:59,TP,25319.75,1,50652,11.26,0.02,11.88,0.02,-26.62,-0.05,-1373.38,-13.73
149,Entry short,2025-10-09 04:34,DCA S [C],25326,1,50652,11.26,0.02,11.88,0.02,-26.62,-0.05,-1373.38,-13.73
150,Exit short,2025-10-09 04:59,TP,25319.75,1,50667,26.26,0.05,26.88,0.05,-11.62,-0.02,-1346.5,-13.46
150,Entry short,2025-10-09 04:35,DCA S [C],25333.5,1,50667,26.26,0.05,26.88,0.05,-11.62,-0.02,-1346.5,-13.46
151,Exit long,2025-10-09 05:12,TP,25328.5,1,50626,29.76,0.06,30.38,0.06,-4.62,-0.01,-1317.36,-13.17
151,Entry long,2025-10-09 05:02,DCA L [C],25313,1,50626,29.76,0.06,30.38,0.06,-4.62,-0.01,-1317.36,-13.17
152,Exit long,2025-10-09 05:12,TP,25328.5,1,50648,7.76,0.02,8.38,0.02,-8.12,-0.02,-1308.98,-13.09
152,Entry long,2025-10-09 05:03,DCA L [C],25324,1,50648,7.76,0.02,8.38,0.02,-8.12,-0.02,-1308.98,-13.09
153,Exit short,2025-10-09 05:25,TP,25318.25,1,50656.5,18.76,0.04,19.38,0.04,-9.62,-0.02,-1290.22,-12.90
153,Entry short,2025-10-09 05:15,DCA S [C],25328.25,1,50656.5,18.76,0.04,19.38,0.04,-9.62,-0.02,-1290.22,-12.90
154,Exit long,2025-10-09 05:57,TP,25321,1,50620.5,20.26,0.04,20.88,0.04,-13.62,-0.03,-1270.58,-12.71
154,Entry long,2025-10-09 05:30,DCA L [C],25310.25,1,50620.5,20.26,0.04,20.88,0.04,-13.62,-0.03,-1270.58,-12.71
155,Exit long,2025-10-09 05:57,TP,25321,1,50623,17.76,0.04,18.38,0.04,-16.12,-0.03,-1252.2,-12.52
155,Entry long,2025-10-09 05:31,DCA L [C],25311.5,1,50623,17.76,0.04,18.38,0.04,-16.12,-0.03,-1252.2,-12.52
156,Exit short,2025-10-09 06:46,TP,25317.75,1,50643.5,6.76,0.01,7.38,0.01,-40.12,-0.08,-1247.92,-12.48
156,Entry short,2025-10-09 06:01,DCA S [C],25321.75,1,50643.5,6.76,0.01,7.38,0.01,-40.12,-0.08,-1247.92,-12.48
157,Exit short,2025-10-09 06:46,TP,25317.75,1,50649,12.26,0.02,12.88,0.03,-34.62,-0.07,-1235.04,-12.35
157,Entry short,2025-10-09 06:02,DCA S [C],25324.5,1,50649,12.26,0.02,12.88,0.03,-34.62,-0.07,-1235.04,-12.35
158,Exit short,2025-10-09 06:46,TP,25317.75,1,50649.5,12.76,0.03,13.38,0.03,-34.12,-0.07,-1221.66,-12.22
158,Entry short,2025-10-09 06:10,DCA S [C],25324.75,1,50649.5,12.76,0.03,13.38,0.03,-34.12,-0.07,-1221.66,-12.22
159,Exit short,2025-10-09 06:46,TP,25317.75,1,50658,21.26,0.04,21.88,0.04,-25.62,-0.05,-1199.78,-12.00
159,Entry short,2025-10-09 06:25,DCA S [C],25329,1,50658,21.26,0.04,21.88,0.04,-25.62,-0.05,-1199.78,-12.00
160,Exit short,2025-10-09 06:46,TP,25317.75,1,50678,41.26,0.08,41.88,0.08,-5.62,-0.01,-1157.9,-11.58
160,Entry short,2025-10-09 06:31,DCA S [C],25339,1,50678,41.26,0.08,41.88,0.08,-5.62,-0.01,-1157.9,-11.58
161,Exit long,2025-10-09 07:04,TP,25326,1,50634.5,16.26,0.03,19.38,0.04,-10.62,-0.02,-1142.26,-11.42
161,Entry long,2025-10-09 06:59,DCA L [C],25317.25,1,50634.5,16.26,0.03,19.38,0.04,-10.62,-0.02,-1142.26,-11.42
162,Exit long,2025-10-09 07:04,TP,25326,1,50629.5,21.26,0.04,24.38,0.05,-2.62,-0.01,-1120.38,-11.20
162,Entry long,2025-10-09 07:00,DCA L [C],25314.75,1,50629.5,21.26,0.04,24.38,0.05,-2.62,-0.01,-1120.38,-11.20
163,Exit long,2025-10-09 07:27,TP,25324.5,1,50627,20.76,0.04,21.38,0.04,-6.62,-0.01,-1100.24,-11.00
163,Entry long,2025-10-09 07:13,DCA L [C],25313.5,1,50627,20.76,0.04,21.38,0.04,-6.62,-0.01,-1100.24,-11.00
164,Exit long,2025-10-09 07:27,TP,25324.5,1,50630.5,17.26,0.03,17.88,0.04,-10.12,-0.02,-1082.36,-10.82
164,Entry long,2025-10-09 07:14,DCA L [C],25315.25,1,50630.5,17.26,0.03,17.88,0.04,-10.12,-0.02,-1082.36,-10.82
165,Exit short,2025-10-09 08:11,TP,25317.5,1,50649,12.76,0.03,15.88,0.03,-20.62,-0.04,-1070.22,-10.70
165,Entry short,2025-10-09 07:31,DCA S [C],25324.5,1,50649,12.76,0.03,15.88,0.03,-20.62,-0.04,-1070.22,-10.70
166,Exit short,2025-10-09 08:11,TP,25317.5,1,50661.5,25.26,0.05,25.88,0.05,-8.12,-0.02,-1044.34,-10.44
166,Entry short,2025-10-09 07:58,DCA S [C],25330.75,1,50661.5,25.26,0.05,25.88,0.05,-8.12,-0.02,-1044.34,-10.44
167,Exit long,2025-10-09 08:18,TP,25327,1,50634,18.76,0.04,19.38,0.04,-3.12,-0.01,-1025.58,-10.26
167,Entry long,2025-10-09 08:15,DCA L [C],25317,1,50634,18.76,0.04,19.38,0.04,-3.12,-0.01,-1025.58,-10.26
168,Exit short,2025-10-09 08:32,TP,25318,1,50656,18.76,0.04,43.38,0.09,-14.12,-0.03,-1006.82,-10.07
168,Entry short,2025-10-09 08:30,DCA S [C],25328,1,50656,18.76,0.04,43.38,0.09,-14.12,-0.03,-1006.82,-10.07
169,Exit long,2025-10-09 08:51,TP,25314.25,1,50621.5,5.76,0.01,7.88,0.02,-114.62,-0.23,-1001.68,-10.02
169,Entry long,2025-10-09 08:36,DCA L [C],25310.75,1,50621.5,5.76,0.01,7.88,0.02,-114.62,-0.23,-1001.68,-10.02
170,Exit long,2025-10-09 08:51,TP,25314.25,1,50595.5,31.76,0.06,32.38,0.06,-88.62,-0.18,-969.3,-9.69
170,Entry long,2025-10-09 08:39,DCA L [C],25297.75,1,50595.5,31.76,0.06,32.38,0.06,-88.62,-0.18,-969.3,-9.69
171,Exit long,2025-10-09 08:57,TP,25272.5,1,50517.5,26.26,0.05,33.38,0.07,-8.62,-0.02,-943.04,-9.43
171,Entry long,2025-10-09 08:56,DCA L [C],25258.75,1,50517.5,26.26,0.05,33.38,0.07,-8.62,-0.02,-943.04,-9.43
172,Exit long,2025-10-09 09:23,TP,25270.25,1,50520.5,18.76,0.04,19.38,0.04,-14.62,-0.03,-924.28,-9.24
172,Entry long,2025-10-09 09:22,DCA L [C],25260.25,1,50520.5,18.76,0.04,19.38,0.04,-14.62,-0.03,-924.28,-9.24
173,Exit long,2025-10-09 09:51,TP,25239.75,1,50490,-11.74,-0.02,4.88,0.01,-103.62,-0.21,-937.26,-9.37
173,Entry long,2025-10-09 09:31,DCA L [C],25245,1,50490,-11.74,-0.02,4.88,0.01,-103.62,-0.21,-937.26,-9.37
174,Exit long,2025-10-09 09:51,TP,25239.75,1,50460.5,17.76,0.04,32.88,0.07,-74.12,-0.15,-918.88,-9.19
174,Entry long,2025-10-09 09:32,DCA L [C],25230.25,1,50460.5,17.76,0.04,32.88,0.07,-74.12,-0.15,-918.88,-9.19
175,Exit long,2025-10-09 09:51,TP,25239.75,1,50428,50.26,0.10,50.88,0.10,-41.62,-0.08,-868,-8.68
175,Entry long,2025-10-09 09:40,DCA L [C],25214,1,50428,50.26,0.10,50.88,0.10,-41.62,-0.08,-868,-8.68
176,Exit short,2025-10-09 10:02,TP,25254.5,1,50529,18.76,0.04,19.38,0.04,-5.12,-0.01,-849.24,-8.49
176,Entry short,2025-10-09 10:01,DCA S [C],25264.5,1,50529,18.76,0.04,19.38,0.04,-5.12,-0.01,-849.24,-8.49
177,Exit short,2025-10-09 10:21,TP,25254.75,1,50537,26.26,0.05,35.88,0.07,-12.12,-0.02,-823.6,-8.24
177,Entry short,2025-10-09 10:16,DCA S [C],25268.5,1,50537,26.26,0.05,35.88,0.07,-12.12,-0.02,-823.6,-8.24
178,Exit short,2025-10-09 10:21,TP,25254.75,1,50531.5,20.76,0.04,30.38,0.06,-6.62,-0.01,-802.22,-8.02
178,Entry short,2025-10-09 10:17,DCA S [C],25265.75,1,50531.5,20.76,0.04,30.38,0.06,-6.62,-0.01,-802.22,-8.02
179,Exit long,2025-10-09 10:49,TP,25242.25,1,50475,8.26,0.02,8.88,0.02,-80.62,-0.16,-795.2,-7.95
179,Entry long,2025-10-09 10:24,DCA L [C],25237.5,1,50475,8.26,0.02,8.88,0.02,-80.62,-0.16,-795.2,-7.95
180,Exit long,2025-10-09 10:49,TP,25242.25,1,50472.5,10.76,0.02,11.38,0.02,-78.12,-0.15,-783.82,-7.84
180,Entry long,2025-10-09 10:25,DCA L [C],25236.25,1,50472.5,10.76,0.02,11.38,0.02,-78.12,-0.15,-783.82,-7.84
181,Exit long,2025-10-09 10:49,TP,25242.25,1,50445,38.26,0.08,38.88,0.08,-50.62,-0.10,-744.94,-7.45
181,Entry long,2025-10-09 10:32,DCA L [C],25222.5,1,50445,38.26,0.08,38.88,0.08,-50.62,-0.10,-744.94,-7.45
182,Exit short,2025-10-09 11:20,TP,25251,1,50515,11.76,0.02,12.38,0.02,-35.12,-0.07,-734.42,-7.34
182,Entry short,2025-10-09 10:52,DCA S [C],25257.5,1,50515,11.76,0.02,12.38,0.02,-35.12,-0.07,-734.42,-7.34
183,Exit short,2025-10-09 11:20,TP,25251,1,50514.5,11.26,0.02,11.88,0.02,-35.62,-0.07,-722.54,-7.23
183,Entry short,2025-10-09 10:53,DCA S [C],25257.25,1,50514.5,11.26,0.02,11.88,0.02,-35.62,-0.07,-722.54,-7.23
184,Exit short,2025-10-09 11:20,TP,25251,1,50537.5,34.26,0.07,34.88,0.07,-11.62,-0.02,-687.66,-6.88
184,Entry short,2025-10-09 10:59,DCA S [C],25268.75,1,50537.5,34.26,0.07,34.88,0.07,-11.62,-0.02,-687.66,-6.88
185,Exit long,2025-10-09 11:28,TP,25260.5,1,50479,40.76,0.08,46.38,0.09,-10.62,-0.02,-647.52,-6.48
185,Entry long,2025-10-09 11:23,DCA L [C],25239.5,1,50479,40.76,0.08,46.38,0.09,-10.62,-0.02,-647.52,-6.48
186,Exit long,2025-10-09 11:28,TP,25260.5,1,50496.5,23.26,0.05,28.88,0.06,-6.62,-0.01,-623.64,-6.24
186,Entry long,2025-10-09 11:24,DCA L [C],25248.25,1,50496.5,23.26,0.05,28.88,0.06,-6.62,-0.01,-623.64,-6.24
187,Exit long,2025-10-09 11:47,TP,25242.5,1,50443,40.76,0.08,66.38,0.13,-9.12,-0.02,-583.5,-5.83
187,Entry long,2025-10-09 11:42,DCA L [C],25221.5,1,50443,40.76,0.08,66.38,0.13,-9.12,-0.02,-583.5,-5.83
188,Exit long,2025-10-09 11:47,TP,25242.5,1,50462.5,21.26,0.04,46.88,0.09,-11.12,-0.02,-561.62,-5.62
188,Entry long,2025-10-09 11:43,DCA L [C],25231.25,1,50462.5,21.26,0.04,46.88,0.09,-11.12,-0.02,-561.62,-5.62
189,Exit long,2025-10-09 12:10,TP,25223.75,1,50423.5,22.76,0.05,40.88,0.08,-37.12,-0.07,-540.1,-5.40
189,Entry long,2025-10-09 11:58,DCA L [C],25211.75,1,50423.5,22.76,0.05,40.88,0.08,-37.12,-0.07,-540.1,-5.40
190,Exit long,2025-10-09 12:10,TP,25223.75,1,50401,45.26,0.09,63.38,0.13,-14.62,-0.03,-494.22,-4.94
190,Entry long,2025-10-09 11:59,DCA L [C],25200.5,1,50401,45.26,0.09,63.38,0.13,-14.62,-0.03,-494.22,-4.94
191,Exit long,2025-10-09 12:10,TP,25223.75,1,50407.5,38.76,0.08,56.88,0.11,-4.62,-0.01,-454.84,-4.55
191,Entry long,2025-10-09 12:06,DCA L [C],25203.75,1,50407.5,38.76,0.08,56.88,0.11,-4.62,-0.01,-454.84,-4.55
192,Exit long,2025-10-09 12:21,TP,25212,1,50403.5,19.26,0.04,21.38,0.04,-55.62,-0.11,-436.2,-4.36
192,Entry long,2025-10-09 12:15,DCA L [C],25201.75,1,50403.5,19.26,0.04,21.38,0.04,-55.62,-0.11,-436.2,-4.36
193,Exit long,2025-10-09 12:21,TP,25212,1,50379.5,43.26,0.09,45.38,0.09,-31.62,-0.06,-392.32,-3.92
193,Entry long,2025-10-09 12:17,DCA L [C],25189.75,1,50379.5,43.26,0.09,45.38,0.09,-31.62,-0.06,-392.32,-3.92
